#Area	Non-overlapping_group
EGFR_ex19_55242385_+_ampl73	grp0
EGFR_ex20_55248960_+_ampl75	grp0
EGFR_ex21_55259386_+_ampl78	grp0
MET_ex2_116339057_-_ampl81	grp0
MET_ex2_116339253_+_ampl84	grp0
MET_ex2_116339451_-_ampl87	grp0
MET_ex2_116339645_+_ampl90	grp0
MET_ex2_116339829_-_ampl93	grp0
MET_ex2_116340023_+_ampl96	grp0
MET_ex2_116340175_+_ampl98	grp0
MET__116411709_+_ampl100	grp0
MET_ex14_116411893_+_ampl102	grp0
MET__116412067_+_ampl104	grp0
MET_ex15_116414883_+_ampl105	grp0
MET_ex15_116415045_+_ampl107	grp0
MET_ex16_116417413_+_ampl109	grp0
MET_ex17_116418800_+_ampl111	grp0
MET_ex18_116422010_+_ampl114	grp0
MET_ex19_116423328_+_ampl116	grp0
MET_ex19_116423492_+_ampl118	grp0
MET_ex20_116435679_+_ampl119	grp0
BRAF_ex15_140453045_+_ampl121	grp0
BRAF_ex11_140481346_+_ampl123	grp0
FGFR1_ex14_38272278_+_ampl125	grp0
FGFR1_ex12_38274821_+_ampl126	grp0
JAK2_ex12_5069996_+_ampl127	grp0
JAK2_ex13_5072567_+_ampl128	grp0
JAK2_ex14_5073738_+_ampl129	grp0
CDKN2A_ex3_21968198_+_ampl130	grp0
CDKN2A_ex2_21970871_+_ampl131	grp0
CDKN2A_ex2_21971053_+_ampl133	grp0
CDKN2A_ex1_21974653_+_ampl135	grp0
GNAQ_ex5_80409459_+_ampl137	grp0
NRAS_ex4_115252230_-_ampl1	grp1
NRAS_ex3_115256481_-_ampl4	grp1
NRAS_ex2_115258719_-_ampl7	grp1
PTEN_ex1_89624267_-_ampl139	grp1
PTEN_ex2_89653804_-_ampl141	grp1
PTEN_ex5_89692806_-_ampl145	grp1
PTEN_ex6_89711859_-_ampl149	grp1
PTEN_ex7_89717656_-_ampl152	grp1
PTEN_ex8_89720735_-_ampl155	grp1
PTEN_ex9_89725094_-_ampl158	grp1
FGFR2_ex14_123247555_-_ampl161	grp1
FGFR2_ex12_123258051_-_ampl163	grp1
FGFR2_ex7_123279543_-_ampl165	grp1
HRAS_ex4_533525_-_ampl168	grp1
HRAS_ex3_533832_-_ampl170	grp1
HRAS_ex2_534264_-_ampl172	grp1
KRAS_ex4_25378584_-_ampl176	grp1
KRAS_ex3_25380164_-_ampl179	grp1
KRAS_ex2_25398248_-_ampl182	grp1
POLE_ex13_133250211_-_ampl185	grp1
POLE_ex12_133252044_-_ampl187	grp1
POLE_ex11_133252367_-_ampl189	grp1
POLE_ex10_133252720_-_ampl191	grp1
POLE_ex9_133253204_-_ampl193	grp1
AKT1_ex3_105246479_-_ampl197	grp1
MAP2K1_ex2_66727439_-_ampl199	grp1
IDH2_ex4_90631901_-_ampl202	grp1
ERBB2_ex20_37881049_-_ampl204	grp1
SMAD4_ex2_48573568_-_ampl208	grp1
SMAD4_ex3_48575106_-_ampl210	grp1
SMAD4_ex9_48591843_-_ampl213	grp1
SMAD4_ex10_48593393_-_ampl216	grp1
SMAD4_ex11_48603006_-_ampl219	grp1
SMAD4_ex12_48604690_-_ampl222	grp1
STK11_ex1_1206963_-_ampl225	grp1
STK11_ex1_1207119_-_ampl227	grp1
STK11_ex2_1218456_-_ampl229	grp1
STK11_ex3_1219371_-_ampl231	grp1
STK11_ex4_1220378_+_ampl233	grp1
STK11_ex5_1220646_-_ampl236	grp1
STK11_ex6_1221266_-_ampl238	grp1
STK11_ex8_1223054_-_ampl241	grp1
STK11_ex9_1226505_-_ampl244	grp1
ALK_ex25_29432714_-_ampl11	grp1
ALK_ex24_29436900_-_ampl13	grp1
ALK_ex23_29443644_-_ampl15	grp1
ALK_ex22_29445222_+_ampl17	grp1
ALK_ex20_29446258_-_ampl21	grp1
ERBB4_ex12_212566714_-_ampl27	grp1
ERBB4_ex10_212570089_-_ampl30	grp1
GNAS_ex9_57484483_-_ampl249	grp1
PIK3Ca_ex10_178935998_-_ampl33	grp1
PIK3Ca_ex21_178951942_-_ampl36	grp1
FGFR3_ex7_1803608_-_ampl40	grp1
FGFR3_ex9_1806115_-_ampl43	grp1
FGFR3_ex14_1807822_-_ampl46	grp1
PDGFRA_ex12_55141066_-_ampl48	grp1
PDGFRA_ex14_55144101_-_ampl50	grp1
PDGFRA_ex18_55152046_-_ampl52	grp1
KIT_ex8_55589810_-_ampl54	grp1
KIT_ex9_55592061_-_ampl56	grp1
KIT_ex11_55593576_-_ampl59	grp1
KIT_ex13_55594225_-_ampl62	grp1
KIT_ex17_55599278_-_ampl65	grp1
KIT_ex18_55602712_-_ampl67	grp1
EGFR_ex18_55241658_-_ampl72	grp1
EGFR_ex19_55242437_-_ampl74	grp1
EGFR_ex20_55249039_-_ampl76	grp1
EGFR_ex21_55259468_-_ampl79	grp1
MET_ex2_116339129_+_ampl82	grp1
MET_ex2_116339319_-_ampl85	grp1
MET_ex2_116339517_+_ampl88	grp1
MET_ex2_116339705_-_ampl91	grp1
MET_ex2_116339893_+_ampl94	grp1
MET_ex2_116340099_-_ampl97	grp1
MET_ex2_116340271_-_ampl99	grp1
MET_ex14_116411805_-_ampl101	grp1
MET_ex14_116411981_-_ampl103	grp1
MET_ex15_116414971_-_ampl106	grp1
MET_ex15_116415129_-_ampl108	grp1
MET_ex16_116417493_-_ampl110	grp1
MET_ex17_116418884_-_ampl112	grp1
MET_ex18_116422084_-_ampl115	grp1
MET_ex19_116423398_-_ampl117	grp1
MET_ex20_116435765_-_ampl120	grp1
BRAF_ex15_140453125_-_ampl122	grp1
BRAF_ex11_140481428_-_ampl124	grp1
CDKN2A_ex2_21970953_-_ampl132	grp1
CDKN2A_ex2_21971141_-_ampl134	grp1
CDKN2A_ex1_21974745_-_ampl136	grp1
NRAS_ex4_115252292_+_ampl2	grp2
PTEN_ex5_89692874_+_ampl146	grp2
PTEN_ex9_89725160_+_ampl159	grp2
KRAS_ex3_25380242_+_ampl180	grp2
STK11_ex4-ex5_1220446_-_ampl234	grp2
ALK_ex21_29445284_-_ampl18	grp2
PIK3Ca_ex21_178952094_-_ampl38	grp2
KIT_ex11_55593666_+_ampl60	grp2
EGFR_ex20_55249129_+_ampl77	grp2
EGFR_ex21_55259534_+_ampl80	grp2
MET_ex2_116339191_-_ampl83	grp2
MET_ex2_116339387_+_ampl86	grp2
MET_ex2_116339579_-_ampl89	grp2
MET_ex2_116339769_+_ampl92	grp2
MET_ex2_116339957_-_ampl95	grp2
MET_ex17_116418954_+_ampl113	grp2
