#Area	Non-overlapping_group
TET2_ex1_106067805_+_ampl130	grp0
TET2_ex1_106068043_+_ampl132	grp0
TET2_ex2_106111480_+_ampl133	grp0
TET2_ex3_106154931_+_ampl135	grp0
TET2_ex3_106155133_+_ampl137	grp0
TET2_ex3_106155323_+_ampl139	grp0
TET2_ex3_106155521_+_ampl141	grp0
TET2_ex3_106155789_-_ampl144	grp0
TET2_ex3_106156067_+_ampl147	grp0
TET2_ex3_106156269_+_ampl149	grp0
TET2_ex3_106156533_-_ampl152	grp0
TET2_ex3_106156733_-_ampl154	grp0
TET2_ex3_106156991_+_ampl157	grp0
TET2_ex3_106157217_+_ampl159	grp0
TET2_ex3_106157413_+_ampl161	grp0
TET2_ex3_106157699_-_ampl164	grp0
TET2_ex3_106157929_-_ampl166	grp0
TET2_ex3_106158151_-_ampl168	grp0
TET2_ex3_106158385_-_ampl170	grp0
TET2_ex4_106162417_+_ampl171	grp0
TET2_ex5_106163958_+_ampl173	grp0
TET2_ex6_106164694_+_ampl174	grp0
TET2_ex7_106180741_+_ampl176	grp0
TET2_ex8_106182793_+_ampl178	grp0
TET2_ex9_106190734_+_ampl180	grp0
TET2_ex10_106193684_+_ampl182	grp0
TET2_ex10_106193936_+_ampl184	grp0
TET2_ex11_106196072_-_ampl185	grp0
TET2_ex11_106196276_-_ampl187	grp0
TET2_ex11_106196534_+_ampl190	grp0
TET2_ex11_106196816_-_ampl193	grp0
TET2_ex11_106197012_-_ampl195	grp0
TET2_ex11_106197298_+_ampl198	grp0
TET2_ex11_106197562_-_ampl201	grp0
TET2_ex11_106197756_-_ampl203	grp0
TET2_ex11_106197958_-_ampl205	grp0
TET2_ex11_106198256_+_ampl208	grp0
TET2_ex11_106198448_+_ampl210	grp0
TET2_ex11_106198640_+_ampl212	grp0
TET2_ex11_106198832_+_ampl214	grp0
TET2_ex11_106199056_+_ampl216	grp0
TET2_ex11_106199362_-_ampl218	grp0
TET2_ex11_106199592_-_ampl220	grp0
TET2_ex11_106199810_-_ampl222	grp0
TET2_ex11_106200042_-_ampl224	grp0
TET2_ex11_106200272_-_ampl226	grp0
TET2_ex11_106200484_-_ampl228	grp0
TET2_ex11_106200710_-_ampl230	grp0
TET2_ex11_106200956_-_ampl232	grp0
FYN_ex4_112025159_+_ampl233	grp0
JAK1_ex23_65301876_-_ampl2	grp1
JAK1_ex22_65303710_-_ampl4	grp1
JAK1_ex21_65304227_-_ampl6	grp1
JAK1_ex20_65305375_-_ampl8	grp1
CD58_ex3_117078666_-_ampl10	grp1
IDH2_ex4_90631924_-_ampl236	grp1
STAT5B_ex16_40359655_-_ampl240	grp1
STAT5B_ex14-ex15_40362276_-_ampl242	grp1
STAT3_ex21_40474389_-_ampl245	grp1
STAT3_ex19-ex20_40475127_-_ampl247	grp1
DNMT3A_ex23_25455825_+_ampl13	grp1
DNMT3A_ex23_25456017_+_ampl15	grp1
DNMT3A_ex23_25456249_+_ampl17	grp1
DNMT3A_ex23_25456445_+_ampl19	grp1
DNMT3A_ex23_25456935_+_ampl22	grp1
DNMT3A_ex23_25457187_+_ampl24	grp1
DNMT3A_ex19_25463260_-_ampl29	grp1
DNMT3A_ex18_25463530_-_ampl31	grp1
DNMT3A_ex17_25464536_-_ampl33	grp1
DNMT3A_ex15_25466866_-_ampl35	grp1
DNMT3A_ex15_25467122_-_ampl37	grp1
DNMT3A_ex14_25467498_-_ampl39	grp1
DNMT3A_ex11_25468990_-_ampl42	grp1
DNMT3A_ex10_25469592_-_ampl45	grp1
DNMT3A_ex8_25470565_-_ampl48	grp1
DNMT3A_ex7_25471007_-_ampl50	grp1
DNMT3A_ex6_25497911_-_ampl52	grp1
DNMT3A_ex4_25505409_-_ampl55	grp1
DNMT3A_ex2_25536773_-_ampl59	grp1
DNMT3A_ex1_25564696_-_ampl62	grp1
CD28_ex2_204591385_-_ampl64	grp1
CD28_ex2_204591649_-_ampl66	grp1
CD28_ex3_204594458_-_ampl68	grp1
CD28_ex4_204599484_+_ampl70	grp1
CD28_ex4_204599684_+_ampl72	grp1
CD28_ex4_204599996_-_ampl75	grp1
CD28_ex4_204600266_+_ampl78	grp1
CD28_ex4_204600794_-_ampl80	grp1
CD28_ex4_204601056_+_ampl83	grp1
CD28_ex4_204601258_+_ampl85	grp1
CD28_ex4_204601526_-_ampl88	grp1
CD28_ex4_204601726_-_ampl90	grp1
CD28_ex4_204601920_-_ampl92	grp1
CD28_ex4_204602122_-_ampl94	grp1
CD28_ex4_204602586_+_ampl98	grp1
CD28_ex4_204602910_-_ampl101	grp1
CD28_ex4_204603134_-_ampl103	grp1
CD28_ex4_204603332_-_ampl105	grp1
CD28_ex4_204603564_-_ampl107	grp1
RHOA_ex5_49396558_-_ampl109	grp1
RHOA_ex5_49396932_-_ampl113	grp1
RHOA_ex5_49397166_-_ampl115	grp1
RHOA_ex5_49397358_-_ampl117	grp1
RHOA_ex5_49397590_-_ampl119	grp1
RHOA_ex4_49400012_-_ampl122	grp1
RHOA_ex3_49405944_-_ampl124	grp1
RHOA_ex2_49412948_-_ampl126	grp1
RHOA_ex1_49449358_-_ampl128	grp1
TET2_ex1_106067921_-_ampl131	grp1
TET2_ex2_106111612_-_ampl134	grp1
TET2_ex3_106155019_-_ampl136	grp1
TET2_ex3_106155217_-_ampl138	grp1
TET2_ex3_106155437_-_ampl140	grp1
TET2_ex3_106155705_+_ampl143	grp1
TET2_ex3_106155897_+_ampl145	grp1
TET2_ex3_106156153_-_ampl148	grp1
TET2_ex3_106156355_-_ampl150	grp1
TET2_ex3_106156645_+_ampl153	grp1
TET2_ex3_106156905_-_ampl156	grp1
TET2_ex3_106157105_-_ampl158	grp1
TET2_ex3_106157327_-_ampl160	grp1
TET2_ex3_106157583_+_ampl163	grp1
TET2_ex3_106157815_+_ampl165	grp1
TET2_ex3_106158037_+_ampl167	grp1
TET2_ex3_106158271_+_ampl169	grp1
TET2_ex4_106162549_-_ampl172	grp1
TET2_ex6_106164812_-_ampl175	grp1
TET2_ex7_106180877_-_ampl177	grp1
TET2_ex8_106182911_-_ampl179	grp1
TET2_ex9_106190828_-_ampl181	grp1
TET2_ex10_106193800_-_ampl183	grp1
TET2_ex11_106196186_+_ampl186	grp1
TET2_ex11_106196448_-_ampl189	grp1
TET2_ex11_106196718_+_ampl192	grp1
TET2_ex11_106197102_+_ampl196	grp1
TET2_ex11_106197388_-_ampl199	grp1
TET2_ex11_106197672_+_ampl202	grp1
TET2_ex11_106197872_+_ampl204	grp1
TET2_ex11_106198066_+_ampl206	grp1
TET2_ex11_106198364_-_ampl209	grp1
TET2_ex11_106198560_-_ampl211	grp1
TET2_ex11_106198750_-_ampl213	grp1
TET2_ex11_106198944_-_ampl215	grp1
TET2_ex11_106199142_-_ampl217	grp1
TET2_ex11_106199476_+_ampl219	grp1
TET2_ex11_106199686_+_ampl221	grp1
TET2_ex11_106199926_+_ampl223	grp1
TET2_ex11_106200160_+_ampl225	grp1
TET2_ex11_106200380_+_ampl227	grp1
TET2_ex11_106200596_+_ampl229	grp1
TET2_ex11_106200820_+_ampl231	grp1
FYN_ex4_112025267_-_ampl234	grp1
CD28_ex4_204599772_-_ampl73	grp2
CD28_ex4_204600172_-_ampl77	grp2
CD28_ex4_204600968_-_ampl82	grp2
CD28_ex4_204601444_+_ampl87	grp2
CD28_ex4_204602310_-_ampl96	grp2
CD28_ex4_204602684_-_ampl99	grp2
RHOA_ex5_49396734_-_ampl111	grp2
TET2_ex3_106155611_-_ampl142	grp2
TET2_ex3_106155979_-_ampl146	grp2
TET2_ex3_106156445_+_ampl151	grp2
TET2_ex3_106156819_+_ampl155	grp2
TET2_ex3_106157501_-_ampl162	grp2
TET2_ex11_106196362_+_ampl188	grp2
TET2_ex11_106196636_-_ampl191	grp2
TET2_ex11_106196902_+_ampl194	grp2
TET2_ex11_106197188_-_ampl197	grp2
TET2_ex11_106197476_+_ampl200	grp2
TET2_ex11_106198146_-_ampl207	grp2
