#Area	Non-overlapping_group
KMT2D_ex40_49424794_+_ampl635	grp0
KMT2D_ex39_49425052_-_ampl638	grp0
KMT2D_ex39_49425292_+_ampl641	grp0
KMT2D_ex39_49425542_-_ampl644	grp0
KMT2D_ex39_49425716_-_ampl646	grp0
KMT2D_ex39_49425964_+_ampl649	grp0
KMT2D_ex39_49426150_+_ampl651	grp0
KMT2D_ex39_49426404_-_ampl654	grp0
KMT2D_ex39_49426591_-_ampl656	grp0
KMT2D_ex39_49426868_+_ampl659	grp0
KMT2D_ex39_49427052_+_ampl661	grp0
KMT2D_ex39_49427234_+_ampl663	grp0
KMT2D_ex39_49427426_+_ampl665	grp0
KMT2D_ex39_49427608_+_ampl667	grp0
KMT2D_ex38_49427818_+_ampl669	grp0
KMT2D_ex38_49428036_+_ampl671	grp0
KMT2D_ex36-ex37_49428240_+_ampl673	grp0
KMT2D_ex35-ex36_49428438_+_ampl675	grp0
KMT2D_ex35_49428654_+_ampl677	grp0
KMT2D_ex34_49430859_+_ampl678	grp0
KMT2D_ex34_49431049_+_ampl680	grp0
KMT2D_ex34_49431309_-_ampl683	grp0
KMT2D_ex34_49431499_-_ampl685	grp0
KMT2D_ex34_49431695_-_ampl687	grp0
KMT2D_ex34_49431879_-_ampl689	grp0
KMT2D_ex34_49432069_-_ampl691	grp0
KMT2D_ex34_49432263_-_ampl693	grp0
KMT2D_ex34_49432459_-_ampl695	grp0
KMT2D_ex34_49432675_-_ampl697	grp0
KMT2D_ex33_49432952_+_ampl698	grp0
KMT2D_ex32-ex33_49433132_+_ampl700	grp0
KMT2D_ex31-ex32_49433380_-_ampl703	grp0
KMT2D_ex31_49433568_-_ampl705	grp0
KMT2D_ex31_49433808_+_ampl708	grp0
KMT2D_ex31_49433978_+_ampl710	grp0
KMT2D_ex31_49434156_+_ampl712	grp0
KMT2D_ex31_49434416_-_ampl715	grp0
KMT2D_ex31_49434586_-_ampl717	grp0
KMT2D_ex31_49434760_-_ampl719	grp0
KMT2D_ex31_49434932_-_ampl721	grp0
KMT2D_ex31_49435140_-_ampl723	grp0
KMT2D_ex30_49435374_-_ampl725	grp0
KMT2D_ex29_49435579_-_ampl726	grp0
KMT2D_ex28_49435821_+_ampl729	grp0
KMT2D_ex28_49436021_+_ampl731	grp0
KMT2D_ex27_49436303_+_ampl732	grp0
KMT2D_ex26_49436500_+_ampl734	grp0
KMT2D__49436687_+_ampl736	grp0
KMT2D_ex25_49436877_+_ampl738	grp0
KMT2D_ex24_49437099_+_ampl740	grp0
KMT2D_ex23_49437385_-_ampl741	grp0
KMT2D_ex22_49437627_-_ampl743	grp0
KMT2D_ex21_49437952_-_ampl745	grp0
KMT2D_ex20_49438188_-_ampl747	grp0
KMT2D_ex19_49438496_-_ampl748	grp0
KMT2D_ex19_49438716_-_ampl750	grp0
KMT2D_ex18_49439660_+_ampl751	grp0
KMT2D_ex17_49439834_+_ampl753	grp0
KMT2D_ex16_49440092_-_ampl756	grp0
KMT2D_ex15_49440306_-_ampl758	grp0
KMT2D_ex14_49441711_-_ampl760	grp0
KMT2D_ex13_49442409_-_ampl761	grp0
KMT2D_ex12_49442857_-_ampl763	grp0
KMT2D_ex11_49443426_+_ampl764	grp0
KMT2D_ex11_49443600_+_ampl766	grp0
KMT2D_ex11_49443840_-_ampl769	grp0
KMT2D_ex11_49444082_+_ampl772	grp0
KMT2D_ex11_49444262_+_ampl774	grp0
KMT2D_ex11_49444448_+_ampl776	grp0
KMT2D_ex10_49444700_-_ampl779	grp0
KMT2D_ex10_49444888_-_ampl781	grp0
KMT2D_ex10_49445174_+_ampl784	grp0
KMT2D_ex10_49445370_+_ampl786	grp0
KMT2D_ex10_49445562_+_ampl788	grp0
KMT2D_ex10_49445746_+_ampl790	grp0
KMT2D_ex10_49445934_+_ampl792	grp0
KMT2D_ex10_49446144_+_ampl794	grp0
KMT2D_ex9_49446346_+_ampl796	grp0
KMT2D_ex8_49446571_-_ampl798	grp0
KMT2D_ex8_49446767_-_ampl800	grp0
KMT2D_ex7_49446955_-_ampl802	grp0
KMT2D_ex6_49447135_-_ampl804	grp0
KMT2D_ex6_49447355_-_ampl806	grp0
KMT2D_ex5_49447632_-_ampl807	grp0
KMT2D_ex5_49447842_-_ampl809	grp0
KMT2D_ex4_49448052_-_ampl811	grp0
KMT2D_ex3_49448254_-_ampl813	grp0
KMT2D_ex3_49448464_-_ampl815	grp0
KMT2D_ex2_49448660_-_ampl817	grp0
KMT2D_ex1_49449024_-_ampl819	grp0
STAT6_ex14_57493748_-_ampl820	grp0
STAT6_ex13_57496038_-_ampl822	grp0
STAT6_ex12_57496579_-_ampl824	grp0
STAT6_ex11_57498212_-_ampl825	grp0
STAT6_ex10_57498430_-_ampl827	grp0
STAT6_ex9_57498901_-_ampl829	grp0
FOXO1_ex2_41133632_+_ampl831	grp0
FOXO1_ex2_41133824_+_ampl833	grp0
FOXO1_ex2_41134014_+_ampl835	grp0
FOXO1_ex2_41134204_+_ampl837	grp0
FOXO1_ex2_41134400_+_ampl839	grp0
FOXO1_ex2_41134588_+_ampl841	grp0
FOXO1_ex2_41134792_+_ampl843	grp0
FOXO1_ex1_41239625_-_ampl845	grp0
FOXO1_ex1_41239851_-_ampl847	grp0
FOXO1_ex1_41240109_-_ampl849	grp0
TRAF3_ex5_103341910_-_ampl851	grp0
TRAF3_ex10_103363487_-_ampl853	grp0
TRAF3_ex10_103363703_-_ampl855	grp0
B2M_ex1_45003716_-_ampl856	grp0
B2M_ex2_45007586_-_ampl857	grp0
B2M_ex2_45007782_-_ampl859	grp0
B2M_ex3_45008442_-_ampl860	grp0
CREBBP_ex31_3777595_-_ampl861	grp0
CREBBP_ex31_3777799_-_ampl863	grp0
CREBBP_ex31_3777999_-_ampl865	grp0
CREBBP_ex31_3778255_+_ampl868	grp0
CREBBP_ex31_3778453_+_ampl870	grp0
CREBBP_ex31_3778643_+_ampl872	grp0
CREBBP_ex31_3778839_+_ampl874	grp0
CREBBP_ex31_3779043_+_ampl876	grp0
CREBBP_ex31_3779225_+_ampl878	grp0
CREBBP_ex31_3779419_+_ampl880	grp0
CREBBP_ex31_3779633_+_ampl882	grp0
CREBBP_ex31_3779847_+_ampl884	grp0
CREBBP_ex30_3781250_+_ampl885	grp0
CREBBP_ex29_3781748_-_ampl887	grp0
CREBBP_ex28_3786006_-_ampl889	grp0
CREBBP_ex27_3786622_-_ampl891	grp0
CREBBP_ex26_3788441_-_ampl893	grp0
CREBBP_ex25_3789542_-_ampl895	grp0
CREBBP_ex24_3790365_-_ampl897	grp0
CREBBP_ex23_3794862_-_ampl899	grp0
CREBBP_ex22_3795243_-_ampl900	grp0
CREBBP_ex21_3799579_-_ampl901	grp0
CREBBP_ex20_3801692_-_ampl902	grp0
CREBBP_ex19_3807252_-_ampl903	grp0
CREBBP_ex18_3807773_-_ampl905	grp0
CREBBP_ex18_3807991_-_ampl907	grp0
CREBBP_ex17_3808812_-_ampl908	grp0
CREBBP_ex16_3817682_-_ampl910	grp0
CREBBP_ex15_3819144_-_ampl912	grp0
CREBBP_ex14_3820540_-_ampl914	grp0
CREBBP_ex14_3820774_-_ampl916	grp0
CREBBP_ex13_3823719_-_ampl918	grp0
CREBBP_ex12_3824535_-_ampl920	grp0
CREBBP_ex11_3827577_-_ampl922	grp0
CREBBP_ex10_3827977_-_ampl923	grp0
CREBBP_ex9_3828574_-_ampl925	grp0
CREBBP_ex9_3828754_-_ampl927	grp0
CREBBP_ex8_3830698_-_ampl928	grp0
CREBBP_ex7_3831172_-_ampl930	grp0
CREBBP_ex6_3832652_-_ampl931	grp0
CREBBP_ex6_3832892_-_ampl933	grp0
CREBBP_ex5_3841949_-_ampl934	grp0
CREBBP_ex4_3843354_-_ampl936	grp0
CREBBP_ex4_3843580_-_ampl938	grp0
CREBBP_ex3_3860567_-_ampl939	grp0
CREBBP_ex2_3900171_-_ampl941	grp0
CREBBP_ex2_3900357_-_ampl943	grp0
CREBBP_ex2_3900531_-_ampl945	grp0
CREBBP_ex2_3900711_-_ampl947	grp0
CREBBP_ex2_3900943_-_ampl949	grp0
CREBBP_ex1_3929766_-_ampl950	grp0
CIITA_ex1_10971153_-_ampl952	grp0
CIITA_ex2_10989100_-_ampl953	grp0
CIITA_ex3_10989493_-_ampl955	grp0
CIITA_ex4_10992494_-_ampl956	grp0
CIITA_ex5_10992712_-_ampl958	grp0
CIITA_ex6_10995338_-_ampl960	grp0
CIITA_ex7_10995860_-_ampl961	grp0
CIITA_ex8_10996482_-_ampl963	grp0
CIITA_ex9_10997555_-_ampl965	grp0
CIITA_ex10_10998568_-_ampl967	grp0
CIITA_ex11_11000247_-_ampl968	grp0
CIITA_ex11_11000483_+_ampl971	grp0
CIITA_ex11_11000663_+_ampl973	grp0
CIITA_ex11_11000845_+_ampl975	grp0
CIITA_ex11_11001035_+_ampl977	grp0
CIITA_ex11_11001287_-_ampl980	grp0
CIITA_ex11_11001461_-_ampl982	grp0
CIITA_ex11_11001687_-_ampl984	grp0
CIITA_ex11_11001917_-_ampl986	grp0
CIITA_ex12_11002855_-_ampl987	grp0
CIITA_ex13_11004004_-_ampl989	grp0
CIITA_ex14_11009390_-_ampl990	grp0
CIITA_ex15_11010195_-_ampl991	grp0
CIITA_ex16_11012268_-_ampl992	grp0
CIITA_ex17_11015991_-_ampl993	grp0
CIITA_ex18_11016227_-_ampl995	grp0
CIITA_ex19_11017056_-_ampl996	grp0
SOCS1_ex2_11348660_-_ampl997	grp0
SOCS1_ex2_11348880_-_ampl999	grp0
SOCS1_ex2_11349124_-_ampl1001	grp0
PLCG2_ex12_81927299_-_ampl1003	grp0
PLCG2_ex19_81946234_-_ampl1004	grp0
PLCG2_ex20_81953127_-_ampl1005	grp0
PLCG2_ex24_81962149_-_ampl1006	grp0
PLCG2_ex30_81973573_-_ampl1007	grp0
TP53_ex11_7572893_-_ampl1008	grp0
TP53_ex10_7573894_-_ampl1009	grp0
TP53_ex9_7576814_-_ampl1010	grp0
TP53_ex8_7577060_-_ampl1012	grp0
TP53_ex7_7577380_-_ampl1013	grp0
TP53_ex6_7578148_-_ampl1015	grp0
TP53_ex5_7578408_-_ampl1017	grp0
TP53_ex4_7579281_-_ampl1019	grp0
TP53_ex4_7579481_-_ampl1021	grp0
TP53_ex2-ex3_7579705_-_ampl1023	grp0
CD79B_ex6_62005971_-_ampl1025	grp0
CD79B_ex6_62006145_-_ampl1027	grp0
CD79B_ex6_62006395_+_ampl1030	grp0
CD79B_ex6_62006597_+_ampl1032	grp0
CD79B_ex4_62006999_-_ampl1034	grp0
CD79B_ex4_62007187_-_ampl1036	grp0
CD79B_ex3_62007361_-_ampl1038	grp0
CD79B_ex3_62007555_-_ampl1040	grp0
CD79B_ex2_62008660_-_ampl1042	grp0
GNA13_ex4_63010253_-_ampl1043	grp0
GNA13_ex4_63010425_-_ampl1045	grp0
GNA13_ex4_63010669_+_ampl1048	grp0
GNA13_ex4_63010875_+_ampl1050	grp0
GNA13_ex3_63014336_-_ampl1051	grp0
GNA13_ex2_63049585_-_ampl1052	grp0
GNA13_ex2_63049813_-_ampl1054	grp0
GNA13_ex1_63052390_-_ampl1055	grp0
GNA13_ex1_63052598_-_ampl1057	grp0
BCL2_ex2_60985280_-_ampl1058	grp0
BCL2_ex2_60985480_-_ampl1060	grp0
BCL2_ex2_60985712_-_ampl1062	grp0
TCF3_ex18_1611676_-_ampl1064	grp0
TCF3_ex17_1612171_-_ampl1066	grp0
TCF3_ex16_1615650_-_ampl1068	grp0
TCF3_ex15_1619081_-_ampl1070	grp0
TCF3_ex14_1619303_-_ampl1072	grp0
TCF3_ex13_1619734_-_ampl1074	grp0
TCF3_ex12_1620928_-_ampl1075	grp0
TCF3_ex11_1621150_-_ampl1077	grp0
TCF3_ex10_1621806_-_ampl1078	grp0
TCF3_ex9_1622050_-_ampl1080	grp0
TCF3_ex8_1622306_-_ampl1082	grp0
TCF3_ex7_1623919_-_ampl1083	grp0
TCF3_ex6_1625542_-_ampl1084	grp0
TCF3_ex5_1627325_-_ampl1086	grp0
TCF3_ex4_1632004_-_ampl1087	grp0
TCF3_ex3_1632292_-_ampl1088	grp0
TCF3_ex2_1646323_-_ampl1089	grp0
TCF3_ex1_1650145_-_ampl1090	grp0
MEF2B_ex9_19256573_-_ampl1091	grp0
MEF2B_ex9_19256807_-_ampl1093	grp0
MEF2B_ex8_19257103_+_ampl1095	grp0
MEF2B_ex7_19257347_-_ampl1098	grp0
MEF2B_ex6_19257531_-_ampl1100	grp0
MEF2B_ex5_19257711_-_ampl1102	grp0
MEF2B_ex5_19257921_-_ampl1104	grp0
MEF2B_ex4_19258474_-_ampl1105	grp0
MEF2B_ex3_19260004_-_ampl1107	grp0
MEF2B_ex2_19261456_-_ampl1109	grp0
CD79A_ex2_42383027_-_ampl1110	grp0
CD79A_ex2_42383263_-_ampl1112	grp0
CD79A_ex3_42383568_-_ampl1113	grp0
CD79A_ex4_42384696_+_ampl1115	grp0
CD79A_ex5_42384884_+_ampl1117	grp0
CD79A_ex5_42385082_+_ampl1119	grp0
CD79A_ex5_42385322_+_ampl1121	grp0
XPO1_ex18_61715688_-_ampl116	grp0
XPO1_ex17_61717740_-_ampl118	grp0
XPO1_ex16_61719135_-_ampl120	grp0
XPO1_ex15_61719351_-_ampl122	grp0
XPO1_ex14-ex15_61719561_-_ampl124	grp0
XPO1_ex13_61719995_-_ampl125	grp0
XPO1_ex12_61720998_-_ampl127	grp0
XPO1_ex12_61721202_-_ampl129	grp0
DUSP2_ex4_96809518_+_ampl130	grp0
DUSP2_ex4_96809692_+_ampl132	grp0
DUSP2_ex3_96809918_+_ampl134	grp0
DUSP2_ex2_96810465_-_ampl136	grp0
IGLL5_ex1_23230193_-_ampl1122	grp0
EP300_ex1_41488978_-_ampl1124	grp0
EP300_ex2_41513148_+_ampl1125	grp0
EP300_ex2_41513340_+_ampl1127	grp0
EP300_ex2_41513536_+_ampl1129	grp0
EP300_ex2_41513726_+_ampl1131	grp0
EP300_ex3_41521783_-_ampl1132	grp0
EP300_ex3_41522017_-_ampl1134	grp0
EP300_ex4_41523444_-_ampl1135	grp0
EP300_ex4_41523690_-_ampl1137	grp0
EP300_ex5_41525845_-_ampl1138	grp0
EP300_ex6_41527343_-_ampl1140	grp0
EP300_ex6_41527539_-_ampl1142	grp0
EP300_ex7_41531776_-_ampl1143	grp0
EP300_ex8_41533624_-_ampl1144	grp0
EP300_ex9_41536109_-_ampl1146	grp0
EP300_ex10_41537015_-_ampl1148	grp0
EP300_ex11_41542706_-_ampl1150	grp0
EP300_ex12_41543806_-_ampl1151	grp0
EP300_ex13_41545003_-_ampl1153	grp0
EP300_ex14_41545708_+_ampl1155	grp0
EP300_ex14_41545956_-_ampl1158	grp0
EP300_ex15_41547800_-_ampl1160	grp0
EP300__41548026_-_ampl1162	grp0
EP300_ex16_41548246_-_ampl1164	grp0
EP300_ex17_41550960_-_ampl1165	grp0
EP300_ex18_41553140_-_ampl1167	grp0
EP300_ex18_41553370_-_ampl1169	grp0
EP300_ex19_41554383_-_ampl1170	grp0
EP300_ex20_41556617_-_ampl1171	grp0
EP300_ex21_41558692_-_ampl1172	grp0
EP300_ex22_41560024_-_ampl1173	grp0
EP300_ex23_41562570_-_ampl1174	grp0
EP300_ex24_41564332_-_ampl1175	grp0
EP300_ex24_41564574_+_ampl1178	grp0
EP300_ex25_41564776_+_ampl1180	grp0
EP300_ex26_41565408_-_ampl1181	grp0
EP300_ex27_41566373_-_ampl1183	grp0
EP300_ex28_41568466_-_ampl1185	grp0
EP300_ex29_41569590_-_ampl1187	grp0
EP300_ex30_41572124_-_ampl1189	grp0
EP300_ex30_41572372_-_ampl1191	grp0
EP300_ex31_41572726_+_ampl1193	grp0
EP300_ex31_41572914_+_ampl1195	grp0
EP300_ex31_41573088_+_ampl1197	grp0
EP300_ex31_41573334_-_ampl1200	grp0
EP300_ex31_41573584_+_ampl1203	grp0
EP300_ex31_41573758_+_ampl1205	grp0
EP300_ex31_41573946_+_ampl1207	grp0
EP300_ex31_41574136_+_ampl1209	grp0
EP300_ex31_41574398_-_ampl1212	grp0
EP300_ex31_41574594_-_ampl1214	grp0
EP300_ex31_41574800_-_ampl1216	grp0
MYD88_ex1_38180124_-_ampl138	grp0
MYD88_ex1_38180354_-_ampl140	grp0
MYD88_ex2_38181324_-_ampl142	grp0
MYD88_ex3_38181850_-_ampl144	grp0
MYD88_ex3_38182046_-_ampl146	grp0
MYD88_ex4_38182272_-_ampl148	grp0
MYD88_ex5_38182588_-_ampl149	grp0
BCL6_ex10_187440218_-_ampl151	grp0
BCL6_ex9_187442692_-_ampl153	grp0
BCL6_ex8_187443256_-_ampl155	grp0
BCL6_ex7_187444488_-_ampl157	grp0
BCL6_ex6_187446115_-_ampl159	grp0
BCL6_ex5_187446715_-_ampl161	grp0
BCL6_ex5_187446907_-_ampl163	grp0
BCL6_ex5_187447115_-_ampl165	grp0
BCL6_ex5_187447307_-_ampl167	grp0
BCL6_ex5_187447491_-_ampl169	grp0
BCL6_ex5_187447707_-_ampl171	grp0
BCL6_ex4_187449464_-_ampl172	grp0
BCL6_ex4_187449674_-_ampl174	grp0
BCL6_ex3_187451286_-_ampl175	grp0
IRF4_ex2_393102_-_ampl177	grp0
IRF4_ex2_393314_-_ampl179	grp0
IRF4_ex3_394784_-_ampl180	grp0
IRF4_ex4_395814_-_ampl182	grp0
IRF4_ex5_397076_-_ampl183	grp0
IRF4_ex6_398793_-_ampl185	grp0
IRF4_ex7_401389_-_ampl187	grp0
IRF4_ex7_401649_-_ampl189	grp0
IRF4_ex8_404985_-_ampl190	grp0
IRF4_ex9_407412_-_ampl192	grp0
HIST1H1C_ex1_26055985_-_ampl194	grp0
HIST1H1C_ex1_26056239_+_ampl197	grp0
HIST1H1C_ex1_26056417_+_ampl199	grp0
PIM1_ex1_37137972_-_ampl201	grp0
PIM1_ex1_37138174_-_ampl203	grp0
PIM1_ex1_37138384_-_ampl205	grp0
PIM1_ex2_37138570_-_ampl207	grp0
PIM1_ex3_37138740_-_ampl209	grp0
PIM1_ex4_37138918_-_ampl211	grp0
PIM1_ex4_37139160_-_ampl213	grp0
PIM1_ex5_37140739_-_ampl214	grp0
PIM1_ex6_37141667_-_ampl216	grp0
PRDM1_ex1_106534332_-_ampl218	grp0
PRDM1_ex2_106536043_-_ampl220	grp0
PRDM1_ex2_106536275_-_ampl222	grp0
PRDM1_ex3_106543451_-_ampl223	grp0
PRDM1_ex4_106547140_-_ampl225	grp0
PRDM1_ex4_106547374_-_ampl227	grp0
PRDM1_ex5_106552571_-_ampl228	grp0
PRDM1_ex5_106552755_-_ampl230	grp0
PRDM1_ex5_106552947_-_ampl232	grp0
PRDM1_ex5_106553159_-_ampl234	grp0
PRDM1_ex5_106553351_-_ampl236	grp0
PRDM1_ex5_106553549_-_ampl238	grp0
PRDM1_ex5_106553781_-_ampl240	grp0
PRDM1_ex6_106554211_-_ampl241	grp0
PRDM1_ex7_106554753_-_ampl243	grp0
PRDM1_ex7_106554951_-_ampl245	grp0
PRDM1_ex7_106555147_-_ampl247	grp0
TNFAIP3_ex2_138192332_-_ampl249	grp0
TNFAIP3_ex2_138192556_-_ampl251	grp0
TNFAIP3_ex3_138195933_-_ampl252	grp0
